cbr	throughput	throughput_stddev	latency	latency_stddev	pdr	pdr_stddev
1	8.11069247519	0.00124942238802	62.6387155898	0.00814586705202	0.00106647330329	1.59239666844e-07
2	8.11023720948	0.001541451534	62.6407685632	0.00984650048407	0.00106651881137	1.94037222143e-07
3	8.10311784399	0.00983212526535	62.6805189328	0.0533423191318	0.00106719110795	9.27926654531e-07
4	8.10695580009	0.00240704139616	62.6618492768	0.0154879769989	0.00106684880761	2.64147525376e-07
5	8.09998141479	0.00849697758445	62.6964696882	0.0469549309679	0.00106745862867	8.13271954388e-07
6	8.1029187747	0.0138412327569	62.677377457	0.0725457719875	0.00106711771298	1.238051131e-06
7	8.10094229678	0.0133655436034	62.6883828333	0.0712035403458	0.00106731130203	1.2241542898e-06
8	7.12093193047	1.21983852633	63.7618117726	1.35981704849	0.00109391626717	0.000669422416246
9	6.5150529232	2.06706004095	64.6410793109	3.02730346312	0.00149981265266	0.000838258521048
10	6.37967052161	2.32146712325	66.1827856152	7.68634869359	0.00178402102964	0.00178606830621
