cbr	throughput	throughput_stddev	latency	latency_stddev	pdr	pdr_stddev
1	7.69712695451	0.000109998664631	62.5402080914	0.00558367001136	0.0010812388886	7.41681004804e-08
2	7.69702811717	9.31183039242e-05	62.5425866543	0.0119204753443	0.00108127983957	1.99487200494e-07
3	7.6970147987	9.37619075975e-05	62.5431884294	0.0159032445954	0.00108132079055	2.6601096132e-07
4	7.69626787629	0.0017154090571	62.5580130842	0.039580182578	0.00108157850116	7.19947318749e-07
5	7.69684582602	0.000234995378394	62.5569639804	0.0235461174879	0.00108153722712	3.98222535621e-07
6	7.69312761782	0.00361712033903	62.5932942447	0.0496941707773	0.00108219323797	8.80108721674e-07
7	7.68925795679	0.00833256108038	62.6120819513	0.0767467162713	0.0010825455436	1.30187110047e-06
8	7.30003443587	0.557178447478	63.7587938012	1.78458634857	0.00111668737399	7.45608229509e-05
9	5.46205239271	2.00405667759	66.268973472	3.62092144157	0.00146839288571	0.000406830761881
10	5.38362702754	2.53031987726	63.0169019063	0.735739868619	0.0025456315141	0.00171995756937
