0.0	0	78.7091666667
0.5	0	64.003047619
1.0	0	62.8713877551
1.5	0	62.615942446
2.0	0	62.592
2.5	0	62.592
3.0	31.0290738052	69.140295082
3.5	31.3678851675	63.9062857143
4.0	30.9166547192	62.87
4.5	30.8468066826	62.72
5.0	30.8442004773	62.72
5.5	30.8423116418	62.72
6.0	30.8422461171	62.72
6.5	30.8425902031	62.72
7.0	30.8426841791	62.72
7.5	30.8424358209	62.72
8.0	30.8397040573	62.7212086331
8.5	30.8414874851	62.72
9.0	30.8439689922	62.72
9.5	30.8461729278	62.72
10.0	30.5056696482	0
10.5	30.504	0
11.0	30.504	0
11.5	30.504	0
12.0	30.504	0
